firstName,lastName,prefix,suffix,alternateSpellings,sourceNames,roles
Abraham,Powell,,,,Abraham Powell,deed
Ezekiel,Powell,,,Ezekial Powell,Ezekial Powell,deed
Catherine,Prees,,,,Catherine Prees,deed
John,Prees,,,,John Prees,deed
Rees,Prees,,,,Rees Prees,deed|neighbor
Samuel,Preston,,,,Samuel Preston,deed
Isaac,Price,,,,Isaac Price,deed
John,Price,,,,John Price,deed
Thomas,Price,,,,Thomas Price,deed
Anthony,Prichard,,,,Anthony Prichard,neighbor
Christian,Priek,,,,Christian Priek,deed
Lydia,Priest,,,,Lydia Priest,deed
Samuel,Priest,,,,Samuel Priest,deed
John,Printz,,,,John Printz,deed
Anna,Pritchard,,,,Anna Pritchard,deed
Anthony,Pritchard,,,,Anthony Pritchard,deed|neighbor
Griffith,Pritchard,,,,Griffith Pritchard,neighbor
Hannah,Pritchard,,,,Hannah Pritchard,deed
Margaret,Pritchard,,,,Margaret Pritchard,deed
Rees,Pritchard,,,,Rees Pritchard,deed|neighbor
Samuel,Pritchard,,,,Samuel Pritchard,deed
John,Pritz,,,,John Pritz,deed
Levi,Prizer,,,,Levi Prizer,deed
James,Prowel,,,,James Prowel,neighbor
James,Prowell,,,,James Prowell,deed
Mary,Prowell,,,,Mary Prowell,deed
Henry,Pugh,,,,Henry Pugh,deed
Hugh,Pugh,,,,Hugh Pugh,deed
Katherine,Pugh,,,,Katherine Pugh,deed
Robert,Pugh,,,,Robert Pugh,deed|neighbor
Ann,Pyle,,,,Ann Pyle,deed
Isaac,Pyle,,,,Isaac Pyle,deed
John,Pyle,,,,John Pyle,deed
Sarah,Quay,,,,Sarah Quay,deed
William,Quay,,,,William Quay,deed
Jane,Quimby,,,,Jane Quimby,deed
John,Quimby,,,,John Quimby,deed
John,Quinn,,,,John Quinn,deed|neighbor
Anna,Radcliff,,,,Anna Radcliff,deed
Emma,Radcliff,,,,Emma Radcliff,deed
John,Radcliff,,,,John Radcliff,deed
Joseph,Radcliff,,,,Joseph Radcliff,deed
Mary,Radcliff,,,,Mary Radcliff,deed|neighbor
Sarah,Radcliff,,,,Sarah Radcliff,deed
Thomas,Radcliff,,,,Thomas Radcliff,deed
W. Clinton,Radcliff,,,,W. Clinton Radcliff,deed
Jacob,Raimey,,,,Jacob Raimey,neighbor
Ann,Rambo,,,,Ann Rambo,deed
Peter,Rambo,,,,Peter Rambo,deed
Jacob,Ramey,,,,Jacob Ramey,deed
Alfred,Ramsey,,,,Alfred Ramsey,deed
Ann,Ramsey,,,,Ann Ramsey,deed
Elizabeth,Ramsey,,,,Elizabeth Ramsey,deed
Ellen,Ramsey,,,,Ellen Ramsey,deed
Emmor,Ramsey,,,,Emmor Ramsey,deed
Hannah,Ramsey,,,,Hannah Ramsey,deed
Jacob,Ramsey,,,,Jacob Ramsey,deed
Jane,Ramsey,,,,Jane Ramsey,deed
Joseph,Ramsey,,,,Joseph Ramsey,deed
Mary,Ramsey,,,,Mary Ramsey,deed
Richard,Ramsey,,,,Richard Ramsey,deed
Samuel,Ramsey,,,,Samuel Ramsey,deed
Susan,Ramsey,,,,Susan Ramsey,deed
Susanna,Ramsey,,,Susannah Ramsey,Susannah Ramsey,deed
William,Ramsey,,,,William Ramsey,deed
Peter,Rankin,,,,Peter Rankin,deed
Amos,Rapp,,,,Amos Rapp,deed
Barnabus,Rapp,,,,Barnabus Rapp,deed
Barnet,Rapp,,,,Barnet Rapp,deed|neighbor
Barney,Rapp,,,,Barney Rapp,neighbor
Benjamin,Rapp,,,,Benjamin Rapp,atlas|deed|neighbor
Benjamin G.,Rapp,,,,Benjamin G. Rapp,deed
Davis,Rapp,,,,Davis Rapp,deed
Elizabeth,Rapp,,,,Elizabeth Rapp,deed
Eugene,Rapp,,,,Eugene Rapp,deed
Frederick,Rapp,,,,Frederick Rapp,deed|neighbor
Harriet,Rapp,,,Harriett Rapp,Harriett Rapp,deed
Jacob,Rapp,,,,Jacob Rapp,deed
John,Rapp,,,,John Rapp,deed|neighbor
John S.,Rapp,,,,John S. Rapp,deed
Joseph,Rapp,,,,Joseph Rapp,deed
Margaret,Rapp,,,,Margaret Rapp,deed
Mary,Rapp,,,,Mary Rapp,deed
Peter,Rapp,,,,Peter Rapp,deed|neighbor
Philip,Rapp,,,,Philip Rapp,deed|neighbor
Thomas,Rapp,,,,Thomas Rapp,deed
William,Rapp,,,,William Rapp,deed|neighbor
Francis,Rawles,,,,Francis Rawles,deed
Martha,Rawles,,,,Martha Rawles,deed
A.,Ray,,,,A. Ray,deed
Catherine,Ray,,,Catharine Ray,Catharine Ray,deed
Morris,Raymond,,,aka Reiman|Morris Raymond (aka Reiman),Morris Raymond (aka Reiman),deed
Jacob,Reamy,,,,Jacob Reamy,neighbor
John,Reece,,,,John Reece,neighbor
Andrew,Reed,,,,Andrew Reed,deed
Rachel,Reed,,,,Rachel Reed,deed
Frany,Reel,,,,Frany Reel,deed
Ludwick,Reel,,,,Ludwick Reel,deed
Ann,Rees,,,,Ann Rees,deed
Frank,Rees,,,,Frank Rees,deed
George,Rees,,,,George Rees,deed
James,Rees,,,,James Rees,deed
Jannet,Rees,,,,Jannet Rees,deed
John,Rees,,,,John Rees,deed|neighbor
Jonathan,Rees,,,,Jonathan Rees,deed|neighbor
Katherine,Rees,,,,Katherine Rees,deed
Letitia,Rees,,,,Letitia Rees,neighbor
Martha,Rees,,,,Martha Rees,deed
Samuel,Rees,,,,Samuel Rees,deed
Sarah,Rees,,,,Sarah Rees,deed
Susan,Rees,,,,Susan Rees,deed
William,Rees,,,,William Rees,deed|neighbor|patent
James,Reese,,,,James Reese,deed|neighbor
John,Reese,,,,John Reese,deed|neighbor
Sarah,Reese,,,,Sarah Reese,deed
William,Reese,,,,William Reese,deed
Abigail,Reeves,,,,Abigail Reeves,deed
Benjamin,Reeves,,,,Benjamin Reeves,deed
Charles,Reeves,,,,Charles Reeves,deed
Clara,Reeves,,,,Clara Reeves,deed
Clarissa,Reeves,,,,Clarissa Reeves,deed
David,Reeves,,,,David Reeves,deed
Margaret,Reeves,,,,Margaret Reeves,deed
Samuel,Reeves,,,,Samuel Reeves,deed
George,Reffsnyder,,,,George Reffsnyder,deed
Abraham,Reiff,,,,Abraham Reiff,deed
Augustes,Reiman,,,aka Raymond|Augustes Reiman (aka Raymond),Augustes Reiman (aka Raymond),deed
Richard,Remington,,,,Richard Remington,deed
Adam,Rennard,,,,Adam Rennard,deed|neighbor
Elizabeth,Rennard,,,,Elizabeth Rennard,deed
Hannah,Rennard,,,,Hannah Rennard,deed
John,Rennard,,,,John Rennard,deed
Samuel,Rennard,,,,Samuel Rennard,deed
Sarah,Rennard,,,,Sarah Rennard,deed
Adam,Renner,,,,Adam Renner,deed|neighbor
Elizabeth,Renner,,,,Elizabeth Renner,deed|neighbor
Jacob,Renner,,,,Jacob Renner,deed|neighbor
John,Reynel,,,,John Reynel,deed|patent
Ann,Reynolds,,,,Ann Reynolds,deed
William,Reynolds,,,,William Reynolds,deed|neighbor
Jerome,Rhoades,,,,Jerome Rhoades,deed
Mary,Rhoades,,,,Mary Rhoades,deed
Mary Ann,Rhoades,,,,Mary Ann Rhoades,deed
Samuel,Rhoades,,,,Samuel Rhoades,deed
William,Rhoades,,,,William Rhoades,deed
Catherine,Rhoads,,,Catharine Rhoads,Catharine Rhoads,deed
Frank,Rhoads,,,,Frank Rhoads,deed
Henry,Rhoads,,,,Henry Rhoads,deed
Jacob,Rhoads,,,,Jacob Rhoads,deed
John,Rhoads,,,,John Rhoads,deed
Mary Ann,Rhoads,,,,Mary Ann Rhoads,deed
Franklin,Rhodes,,,,Franklin Rhodes,deed
Henry,Rhodes,,,,Henry Rhodes,deed|neighbor
Lewis,Rhodes,,,,Lewis Rhodes,deed
Margaret,Rhodes,,,,Margaret Rhodes,deed
Ann,Richards,,,,Ann Richards,deed
Caroline,Richards,,,,Caroline Richards,deed
Eliza,Richards,,,,Eliza Richards,deed
Gartry,Richards,,,,Gartry Richards,deed
George,Richards,,,,George Richards,neighbor
John,Richards,,,,John Richards,deed
Joseph,Richards,,,,Joseph Richards,deed|neighbor
Lewis,Richards,,,,Lewis Richards,deed
Philip,Richards,,,,Philip Richards,deed
Roland,Richards,,,,Roland Richards,deed
Rowland,Richards,,,,Rowland Richards,deed
Samuel,Richards,,,,Samuel Richards,deed
Sarah,Richards,,,,Sarah Richards,deed
Ann,Richardson,,,,Ann Richardson,deed
Christiana,Richardson,,,,Christiana Richardson,deed
John,Richardson,,,,John Richardson,deed
Samuel,Richardson,,,,Samuel Richardson,deed
Richard,Richison,,,,Richard Richison,neighbor
Adam,Rickabaugh,,,,Adam Rickabaugh,deed
David,Rickabaugh,,,,David Rickabaugh,deed
Jacob,Rickabaugh,,,,Jacob Rickabaugh,deed
Margaret,Rickabaugh,,,,Margaret Rickabaugh,deed
Elizabeth,Rieff,,,,Elizabeth Rieff,deed
Abraham,Rife,,,,Abraham Rife,deed
Clement,Rigg,,,,Clement Rigg,deed
Rachel,Rigg,,,,Rachel Rigg,deed
Anthony,Righter,,,,Anthony Righter,deed
Susanna,Riley,,,Susannah Riley,Susannah Riley,deed
William,Riley,,,,William Riley,deed|neighbor|patent
George,Rinewalt,,,,George Rinewalt,deed
Ruth,Rinewalt,,,,Ruth Rinewalt,deed
Mary,Ring,,,,Mary Ring,deed
Joseph,Ritchie,,,,Joseph Ritchie,deed
Catherine,Rixstine,,,Catharine Rixstine,Catharine Rixstine,deed
Ellen,Rixstine,,,,Ellen Rixstine,deed
Henry,Rixstine,,,,Henry Rixstine,deed
Jacob,Rixstine,,,,Jacob Rixstine,deed
John,Rixstine,,,,John Rixstine,deed
Mary,Rixstine,,,,Mary Rixstine,deed
Rachel,Rixstine,,,,Rachel Rixstine,deed
Samuel,Rixstine,,,,Samuel Rixstine,deed
Archimedes,Robb,,,,Archimedes Robb,deed
John,Robb,,,,John Robb,deed
Rebecca,Robbins,,,,Rebecca Robbins,deed
Barbara,Roberts,,,,Barbara Roberts,deed
Benjamin,Roberts,,,,Benjamin Roberts,deed
Edward,Roberts,,,,Edward Roberts,deed
Edwin,Roberts,,,,Edwin Roberts,deed
Eliza,Roberts,,,,Eliza Roberts,deed
Elizabeth,Roberts,,,,Elizabeth Roberts,deed
Esther,Roberts,,,,Esther Roberts,deed
George,Roberts,,,,George Roberts,deed
Harriet,Roberts,,,,Harriet Roberts,deed
Hugh,Roberts,,,,Hugh Roberts,deed|neighbor
Israel,Roberts,,,,Israel Roberts,deed
James,Roberts,,,,James Roberts,deed
Jesse,Roberts,,,,Jesse Roberts,deed
John,Roberts,,,,John Roberts,deed
Joseph,Roberts,,,,Joseph Roberts,deed
Lewis,Roberts,,,,Lewis Roberts,deed|neighbor
Mary,Roberts,,,,Mary Roberts,deed
Matthew,Roberts,,,,Matthew Roberts,deed|neighbor
Nathan,Roberts,,,,Nathan Roberts,deed|neighbor
Samuel,Roberts,,,,Samuel Roberts,deed
Sarah,Roberts,,,,Sarah Roberts,deed
Susan,Roberts,,,,Susan Roberts,deed
Susanna,Roberts,,,,Susanna Roberts,deed
Thomas,Roberts,,,,Thomas Roberts,deed|neighbor|patent|quit rent
William,Roberts,,,,William Roberts,deed|neighbor
Samuel,Robertson,,,,Samuel Robertson,deed
Aaron,Robinson,,,,Aaron Robinson,deed
Anna,Robinson,,,,Anna Robinson,deed
Barbara,Robinson,,,,Barbara Robinson,deed
John,Robinson,,,,John Robinson,deed
Margaret,Robinson,,,,Margaret Robinson,deed
Mary,Robinson,,,,Mary Robinson,deed
Moses,Robinson,,,,Moses Robinson,deed
Sarah,Robinson,,,,Sarah Robinson,deed
Thomas,Robinson,,,,Thomas Robinson,deed
William,Robinson,,,,William Robinson,deed|neighbor
Richard,Rodda,,,,Richard Rodda,deed
William,Roddington,,,,William Roddington,neighbor
Benjamin,Rogers,,,,Benjamin Rogers,deed
Elizabeth,Rogers,,,,Elizabeth Rogers,deed
Esther,Rogers,,,,Esther Rogers,deed
Jennie,Rogers,,,,Jennie Rogers,deed
John,Rogers,,,,John Rogers,deed
Joseph,Rogers,,,,Joseph Rogers,deed
Mary,Rogers,,,,Mary Rogers,deed
Rebecca,Rogers,,,,Rebecca Rogers,deed
Robert,Rogers,,,,Robert Rogers,deed|neighbor
Daniel,Root,,,,Daniel Root,deed
Henry,Roots,,,,Henry Roots,deed
John,Rose,,,,John Rose,deed
Christian,Rosenberger,,,,Christian Rosenberger,deed
Elizabeth,Rosenberger,,,,Elizabeth Rosenberger,deed
Alexander,Ross,,,,Alexander Ross,deed
Catherine,Ross,,,Catharine Ross,Catharine Ross,deed
Matthew,Ross,,,,Matthew Ross,deed
Susanna,Ross,,,Susannah Ross,Susannah Ross,deed
Amos,Rossiter,,,,Amos Rossiter,deed
Caroline,Rossiter,,,,Caroline Rossiter,deed
Daniel,Rossiter,,,,Daniel Rossiter,deed|neighbor
Edwin,Rossiter,,,,Edwin Rossiter,deed
Jacob,Rossiter,,,,Jacob Rossiter,deed
Jesse,Rossiter,,,,Jesse Rossiter,deed
John,Rossiter,,,,John Rossiter,deed
Lewis,Rossiter,,,,Lewis Rossiter,deed
Louisa,Rossiter,,,,Louisa Rossiter,deed
Mary,Rossiter,,,,Mary Rossiter,deed
Minerva,Rossiter,,,,Minerva Rossiter,deed
Rebecca,Rossiter,,,,Rebecca Rossiter,deed
Samuel,Rossiter,,,,Samuel Rossiter,deed|neighbor
Thomas,Rossiter,,,,Thomas Rossiter,deed|neighbor
William,Rossiter,,,,William Rossiter,deed
George,Rowan,,,,George Rowan,deed
Benjamin,Rowland,,,,Benjamin Rowland,deed
Charles,Rowland,,,,Charles Rowland,deed
James,Rowland,,,,James Rowland,deed
Joseph,Rowland,,,,Joseph Rowland,deed
Margaret,Rowland,,,,Margaret Rowland,deed
Rachel,Rowland,,,,Rachel Rowland,deed
Uriah,Royer,,,,Uriah Royer,deed
Benjamin,Royers,,,,Benjamin Royers,deed
Elizabeth,Rutter,,,,Elizabeth Rutter,deed
Paul,Rutter,,,,Paul Rutter,deed
Edward,Ryan,,,,Edward Ryan,deed
Hannah,Ryan,,,,Hannah Ryan,deed
Ann,Sahler,,,,Ann Sahler,deed
Barbara,Sahler,,,,Barbara Sahler,deed
Elizabeth,Sahler,,,,Elizabeth Sahler,deed
Isaac,Sahler,,,,Isaac Sahler,deed
John,Sahler,,,,John Sahler,deed
Isaac,Sahlor,,,,Isaac Sahlor,deed
Laura,Samuel,,,aka Laura Kirkner|Laura Samuel (aka Laura Kirkner),Laura Samuel (aka Laura Kirkner),deed
William,Sanders,,,,William Sanders,deed|neighbor
Edward,Sanderson,,,,Edward Sanderson,deed
Julia,Sanderson,,,,Julia Sanderson,deed
John,Sartori,,,,John Sartori,deed
Charles,Saunders,,,,Charles Saunders,deed
James,Saunders,,,,James Saunders,deed
William,Saunders,,,,William Saunders,neighbor
John,Sayers,,,,John Sayers,deed
Edward,Schofield,,,,Edward Schofield,deed
Susanna,Schofield,,,,Susanna Schofield,deed
Mary,Scholfield,,,,Mary Scholfield,deed
William,Scholfield,,,,William Scholfield,deed
Samuel,Schultz,,,,Samuel Schultz,deed
James,Scott,,,,James Scott,deed
Magdalen,Scott,,,,Magdalen Scott,deed
Richard,Scott,,,,Richard Scott,deed
Peter,Sealor,,,,Peter Sealor,neighbor
Samuel,Sears,,,,Samuel Sears,deed
Hannah,Seister,,,,Hannah Seister,deed
Samuel,Sellar,,,,Samuel Sellar,neighbor
Ruth,Sellars,,,,Ruth Sellars,deed
Samuel,Sellars,,,,Samuel Sellars,deed
Eliza,Senior,,,,Eliza Senior,deed
John,Senior,,,,John Senior,deed
Irene,Shaffer,,,,Irene Shaffer,deed
Vosburg,Shaffer,,,,Vosburg Shaffer,deed
Abraham,Shaffner,,,,Abraham Shaffner,deed
Catherine,Shaffner,,,Catharine Shaffner,Catharine Shaffner,deed
Daniel,Shaffner,,,,Daniel Shaffner,deed
Elizabeth,Shaffner,,,,Elizabeth Shaffner,deed
John,Shaffner,,,,John Shaffner,deed
Joseph,Shaffner,,,,Joseph Shaffner,deed
Magdelena,Shaffner,,,,Magdelena Shaffner,deed
Martin,Shaffner,,,,Martin Shaffner,deed
Gertrud,Shainholtz,,,,Gertrud Shainholtz,deed
Jacob,Shainholtz,,,,Jacob Shainholtz,deed
John,Shainholtz,,,,John Shainholtz,neighbor
Martin,Shainholtz,,,,Martin Shainholtz,deed
Catherine,Shambough,,,,Catherine Shambough,deed
Joseph,Shambough,,,,Joseph Shambough,deed
Philip,Shambough,,,,Philip Shambough,deed|neighbor
Elizabeth,Shannon,,,,Elizabeth Shannon,deed
Hannah,Shannon,,,,Hannah Shannon,deed
John,Shannon,,,,John Shannon,deed
Martha,Shannon,,,,Martha Shannon,deed
Robert,Shannon,,,,Robert Shannon,deed
Dendy,Sharwood,,,,Dendy Sharwood,deed
Daniel,Shaufner,,,,Daniel Shaufner,neighbor
Daniel,Shea,,,,Daniel Shea,deed|neighbor
David,Shearer,,,,David Shearer,deed|neighbor
J.,Shearer,,,,J. Shearer,deed
Jacob,Shearer,,,,Jacob Shearer,neighbor
John,Shearer,,,,John Shearer,deed
Martha,Shearer,,,,Martha Shearer,deed
Annie,Sheetz,,,,Annie Sheetz,deed
John,Sheetz,,,,John Sheetz,deed
Martin,Sheinholtz,,,,Martin Sheinholtz,deed
Catherine,Sheldrake,,,Catharine Sheldrake,Catharine Sheldrake,deed
Jane,Sheldrake,,,,Jane Sheldrake,deed
John,Sheldrake,,,,John Sheldrake,deed
Kate,Sheldrake,,,,Kate Sheldrake,deed
William,Sheldrake,,,,William Sheldrake,deed
Philo,Shelton,,,,Philo Shelton,deed
Philip,Shenbough,,,,Philip Shenbough,neighbor
Oliver,Sheneman,,,,Oliver Sheneman,deed
Ann,Sherman,,,,Ann Sherman,deed
Lewis,Sherman,,,,Lewis Sherman,deed
Oliver,Sherman,,,,Oliver Sherman,deed
David,Shildewright,,,,David Shildewright,neighbor
Anthony,Shimer,,,,Anthony Shimer,deed
Cammilo,Shimer,,,,Cammilo Shimer,deed
Conrad,Shimer,,,,Conrad Shimer,deed
Edward,Shimer,,,,Edward Shimer,deed
Frederick,Shimer,,,,Frederick Shimer,deed
John,Shimer,,,,John Shimer,deed
Mary,Shimer,,,,Mary Shimer,deed
Michael,Shimer,,,,Michael Shimer,deed
Edward,Shippen,,,,Edward Shippen,deed
Joseph,Shippen,,,,Joseph Shippen,deed
Hannah,Shoemaker,,,,Hannah Shoemaker,deed
Julien,Shoemaker,,,,Julien Shoemaker,deed
Owen,Shoemaker,,,,Owen Shoemaker,deed
Isaac,Shoffner,,,,Isaac Shoffner,deed
John,Shoffner,,,,John Shoffner,deed
Levi,Shoffner,,,,Levi Shoffner,deed
George,Shoffuer,,,,George Shoffuer,deed
Edward,Sholfield,,,,Edward Sholfield,deed
Susanna,Sholfield,,,,Susanna Sholfield,deed
Elizabeth,Shook,,,,Elizabeth Shook,deed
Jacob,Shook,,,,Jacob Shook,deed
Barbara,Showalter,,,,Barbara Showalter,deed
Daniel,Showalter,,,,Daniel Showalter,deed
Isabel,Showalter,,,,Isabel Showalter,deed
Jacob,Showalter,,,,Jacob Showalter,neighbor
John,Showalter,,,,John Showalter,deed
Joseph,Showalter,,,,Joseph Showalter,deed|neighbor
Martin,Showalter,,,,Martin Showalter,neighbor
Rachel,Showalter,,,,Rachel Showalter,deed
Sarah,Showalter,,,,Sarah Showalter,deed
Jacob,Shuman,,,,Jacob Shuman,deed
David,Shut,,,,David Shut,deed
Henry,Shut,,,Henry Shut (Jenkin David tract)|Jenkin David tract,Henry Shut|Henry Shut (Jenkin David tract),deed
Henry,Shutt,,,,Henry Shutt,deed
Joseph,Shutt,,,,Joseph Shutt,deed
Jacob,Sikes,,,,Jacob Sikes,deed
Rebecca,Sikes,,,,Rebecca Sikes,deed
John,Simpson,,,,John Simpson,deed
Buckeridge,Sims,,,,Buckeridge Sims,deed
Elizabeth,Sinnickson,,,,Elizabeth Sinnickson,deed
Thomas,Sinnickson,,,,Thomas Sinnickson,deed
Edward,Siter,,,,Edward Siter,deed
Amos,Skean,,,,Amos Skean,deed
Joseph,Skull,,,,Joseph Skull,neighbor
Abraham,Skunk,,,,Abraham Skunk,deed
Susanna,Skunk,,,,Susanna Skunk,deed
James,Sloan,,,,James Sloan,deed|neighbor
John,Sloan,,,,John Sloan,deed
Mary,Sloan,,,,Mary Sloan,deed
Samuel,Sloan,,,,Samuel Sloan,deed
Sarah,Sloan,,,,Sarah Sloan,deed
Edith,Sloanaker,,,,Edith Sloanaker,deed
Samuel,Sloanaker,,,,Samuel Sloanaker,deed
William,Sloanaker,,,,William Sloanaker,deed
Edith,Slonaker,,,,Edith Slonaker,deed
Jacob,Slonaker,,,,Jacob Slonaker,deed
Michael,Slonaker,,,,Michael Slonaker,deed
Samuel,Slonaker,,,,Samuel Slonaker,deed
Francis,Sloyer,,,,Francis Sloyer,deed
Henry,Sloyer,,,,Henry Sloyer,deed
Jacob,Sloyer,,,,Jacob Sloyer,deed
Caleb,Smedley,,,,Caleb Smedley,deed
Sarah,Smedley,,,,Sarah Smedley,deed
Charles,Smith,,,,Charles Smith,deed
Christopher,Smith,,,,Christopher Smith,deed
Clifford,Smith,,,,Clifford Smith,neighbor
Eliza,Smith,,,,Eliza Smith,deed
Elizabeth,Smith,,,,Elizabeth Smith,deed
George,Smith,,,,George Smith,neighbor
Henry,Smith,,,,Henry Smith,deed|neighbor
Isaac,Smith,,,,Isaac Smith,deed|neighbor
Jacob,Smith,,,,Jacob Smith,deed
John,Smith,,,,John Smith,deed|neighbor|patent
Joseph,Smith,,,,Joseph Smith,deed
Maria,Smith,,,,Maria Smith,deed
Mary,Smith,,,,Mary Smith,deed
Nathaniel,Smith,,,,Nathaniel Smith,deed
Peter,Smith,,,,Peter Smith,deed|neighbor
Philip,Smith,,,,Philip Smith,neighbor
Samuel,Smith,,,,Samuel Smith,deed
Sarah,Smith,,,,Sarah Smith,deed
Susanna,Smith,,,,Susanna Smith,deed
Thomas,Smith,,,,Thomas Smith,deed
Yost,Smith,,,,Yost Smith,deed|neighbor
Catherine,Sneed,,,,Catherine Sneed,deed
George,Sneed,,,,George Sneed,deed
Arnst Rafe,Snider,,,,Arnst Rafe Snider,deed
Ann,Snyder,,,,Ann Snyder,deed
Elizabeth,Snyder,,,,Elizabeth Snyder,deed
George,Snyder,,,,George Snyder,deed|neighbor
Hannah,Snyder,,,,Hannah Snyder,deed
Henry,Snyder,,,,Henry Snyder,deed
Isaiah,Snyder,,,,Isaiah Snyder,deed
John,Snyder,,,,John Snyder,deed|neighbor
Joseph,Snyder,,,,Joseph Snyder,deed
Mary,Snyder,,,,Mary Snyder,deed
Peter,Snyder,,,,Peter Snyder,deed
Susanna,Snyder,,,Susannah Snyder,Susannah Snyder,deed
William,Snyder,,,,William Snyder,deed
H.,Sowden,,,,H. Sowden,deed
Nicholas,Sowden,,,,Nicholas Sowden,deed
Sarah,Sowden,,,,Sarah Sowden,deed
William,Sowden,,,Joseph Pidgeon tract|William Sowden (Joseph Pidgeon tract),William Sowden|William Sowden 1 (Joseph Pidgeon tract),deed
Daniel,Sower,,,,Daniel Sower,deed
Esther,Sower,,,,Esther Sower,deed|neighbor
Hannah,Sower,,,,Hannah Sower,deed|neighbor
Lavinia,Sower,,,,Lavinia Sower,deed
Mary,Sower,,,,Mary Sower,deed
Samuel,Sower,,,,Samuel Sower,deed
John Henry,Sprogel,,,,John Henry Sprogel,deed
William,Staddon,,,,William Staddon,deed
Nicholas,Stafford,,,,Nicholas Stafford,deed
Elizabeth,Stager,,,,Elizabeth Stager,deed
Jacob,Stager,,,,Jacob Stager,deed
John,Stambach,,,,John Stambach,deed
Mary,Stambach,,,,Mary Stambach,deed
Joseph,Stanvix,,,,Joseph Stanvix,deed
Amy,Starr,,,,Amy Starr,deed
Ann,Starr,,,,Ann Starr,deed
Elizabeth,Starr,,,,Elizabeth Starr,deed
Hannah,Starr,,,,Hannah Starr,deed
James,Starr,,,,James Starr,deed|neighbor
John,Starr,,,,John Starr,deed
Joseph,Starr,,,,Joseph Starr,deed|neighbor
Mary,Starr,,,,Mary Starr,deed
Moses,Starr,,,,Moses Starr,deed
Rachel,Starr,,,,Rachel Starr,deed
Samuel,Starr,,,,Samuel Starr,deed
William,Steele,,,,William Steele,deed
Philip,Steffan,,,,Philip Steffan,deed
John,Steinmetz,,,,John Steinmetz,deed|neighbor
Abijah,Stephens,,,,Abijah Stephens,deed
Mary,Stephens,,,,Mary Stephens,deed
Amos,Stetler,,,,Amos Stetler,neighbor
Hannah,Stevenson,,,,Hannah Stevenson,deed
Thomas,Stevenson,,,,Thomas Stevenson,deed
William,Stevenson,,,,William Stevenson,deed
Benjamin,Steward,,,,Benjamin Steward,deed
James,Steward,,,,James Steward,deed
Benjamin,Stewart,,,,Benjamin Stewart,deed
John,Stewart,,,,John Stewart,deed
Margaret,Stewart,,,,Margaret Stewart,deed
Christian,Stine,,,,Christian Stine,deed
Emily,Stine,,,,Emily Stine,deed
George,Stine,,,,George Stine,deed
John,Stine,,,,John Stine,deed
Henry,Stockman,,,,Henry Stockman,deed
Sabina,Stockman,,,,Sabina Stockman,deed
Hariet,Stockton,,,,Hariet Stockton,deed
Robert,Stockton,,,,Robert Stockton,deed
Jacob,Stonaker,,,,Jacob Stonaker,deed
Jonathan,Stott,,,,Jonathan Stott,deed
Dilman,Stouffer,,,,Dilman Stouffer,deed
Amos,Strettell,,,,Amos Strettell,neighbor
Abraham,Struble,,,,Abraham Struble,deed
Elizabeth,Struble,,,,Elizabeth Struble,deed
Benjamin,Strutton,,,,Benjamin Strutton,deed
Elizabeth,Strutton,,,,Elizabeth Strutton,deed
Jacob,Sturk,,,,Jacob Sturk,deed|neighbor
James,Sturk,,,,James Sturk,neighbor
Margaret,Sturk,,,,Margaret Sturk,deed
Catherine,Suckley,,,,Catherine Suckley,deed
George,Suckley,,,,George Suckley,deed
Cadwalader,Suplee,,,,Cadwalader Suplee,deed
Catherine,Suplee,,,Catharine Suplee,Catharine Suplee,deed
Edwin,Suplee,,,,Edwin Suplee,deed
Elizabeth,Suplee,,,,Elizabeth Suplee,deed
Hannah,Suplee,,,,Hannah Suplee,deed
John,Suplee,,,,John Suplee,deed
Peter,Suplee,,,,Peter Suplee,deed
Catherine,Supplee,,,Catharine Supplee,Catharine Supplee,deed
Rudolph,Supplee,,,,Rudolph Supplee,deed
Robert,Sutton,,,,Robert Sutton,neighbor
C. Wesley,Talbot,,,,C. Wesley Talbot,deed
Joseph,Tatem,,,,Joseph Tatem,deed
Frederick,Taylor,,,,Frederick Taylor,deed
Jacob,Taylor,,,,Jacob Taylor,deed|neighbor
Adaline,Tennant,,,,Adaline Tennant,deed
John,Tennant,,,,John Tennant,deed
Abel,Thomas,,,,Abel Thomas,deed
Abigail,Thomas,,,,Abigail Thomas,deed
Amos,Thomas,,,,Amos Thomas,deed|neighbor
Ann,Thomas,,,,Ann Thomas,deed
Benjamin,Thomas,,,,Benjamin Thomas,deed|neighbor
Benjamin R.,Thomas,,,,Benjamin R. Thomas,deed
Catherine,Thomas,,,Catharine Thomas,Catharine Thomas,deed
David,Thomas,,,,David Thomas,deed
Elenor,Thomas,,,,Elenor Thomas,deed
Elizabeth,Thomas,,,,Elizabeth Thomas,deed
Evan,Thomas,,,,Evan Thomas,neighbor
George,Thomas,,,,George Thomas,deed
Griffith,Thomas,,,,Griffith Thomas,deed|neighbor
Isaac,Thomas,,,,Isaac Thomas,deed|neighbor
Jacob,Thomas,,,,Jacob Thomas,deed
James,Thomas,,,,James Thomas,deed
Jemima,Thomas,,,,Jemima Thomas,deed
Jenkin,Thomas,,,,Jenkin Thomas,deed|neighbor
